"IssuerID","State","Plan Type","Global_rate","S1_rate","S1D1_rate","S1D1C1_rate","S1D1C2_rate","S1D1C3_rate","S1D1C4_rate","S1D2_rate","S1D2C5_rate","S1D3_rate","S1D3C6_rate","S1D3C7_rate","S1D3C8_rate","S1D3C9_rate","S2_rate","S2D9_rate","S2D9C15_rate","S2D6_rate","S2D6C12_rate","S3_rate","S3D7_rate","S3D7C13_rate","S3D8_rate","S3D8C14_rate","S1D1C1M1_den","S1D1C1M1_rate","S1D1C2M2_den","S1D1C2M2_rate","S1D1C2M3_den","S1D1C2M3_rate","S1D1C2M4_den","S1D1C2M4_rate","S1D1C2M5_den","S1D1C2M5_rate","S1D1C3M6_den","S1D1C3M6_rate","S1D1C3M7_den","S1D1C3M7_rate","S1D1C3M8_den","S1D1C3M8_rate","S1D1C4M9_den","S1D1C4M9_rate","S1D1C4M10_den","S1D1C4M10_rate","S1D1C4M12_den","S1D1C4M12_rate","S1D1C4M13_den","S1D1C4M13_rate","S1D2C5M14_den","S1D2C5M14_rate","S1D2C5M15_den","S1D2C5M15_rate","S1D3C6M16_den","S1D3C6M16_rate","S1D3C6M17_den","S1D3C6M17_rate","S1D3C6M18_den","S1D3C6M18_rate","S1D3C7M19_den","S1D3C7M19_rate","S1D3C7M20_den","S1D3C7M20_rate","S1D3C8M21_den","S1D3C8M21_rate","S1D3C8M23_den","S1D3C8M23_rate","S1D3C8M24_den","S1D3C8M24_rate","S1D3C8M25_den","S1D3C8M25_rate","S1D3C9M26_den","S1D3C9M26_rate","S1D3C9M27_den","S1D3C9M27_rate","S1D3C9M47_den","S1D3C9M47_rate","S1D3C9M30_den","S1D3C9M30_rate","S1D3C9M31_den","S1D3C9M31_rate","S1D3C9M32_den","S1D3C9M32_rate","S2D9C15M33_den","S2D9C15M33_rate","S2D9C15M34_den","S2D9C15M34_rate","S2D6C12M36_den","S2D6C12M36_rate","S2D6C12M37_den","S2D6C12M37_rate","S2D6C12M38_den","S2D6C12M38_rate","S3D7C13M39_den","S3D7C13M39_rate","S3D7C13M40_den","S3D7C13M40_rate","S3D7C13M41_den","S3D7C13M41_rate","S3D7C13M42_den","S3D7C13M42_rate","S3D8C14M43_den","S3D8C14M43_rate","S3D8C14M44_den","S3D8C14M44_rate","S3D8C14M45_den","S3D8C14M45_rate"
95185,VA,HMO,5,5,4,2,4,4,5,5,5,5,5,5,4,4,3,3,3,4,4,5,4,4,4,4,286,0.5034965,632,0.613133,191,0.7068063,9,0.4833334,409,0.4364303,196,0.9183673,8103,0.7753918,8778,0.7067669,296,0.9189189,296,0.7567568,296,0.9864865,4441,0.7428507,8825,0.9487819,639,0.6442664,3388,0.8792798,172,0.8197674,229,0.8209607,120,0.95,605,0.9454545,100,0.97,1916,0.7875783,164,0.597561,38,0.3762446,8386,0.1609826,178,0.8764045,219,0.5890411,100,1,166,0.8674699,1362,0.9155653,176,0.754872328,146,0.84893335,150,0.820988136,133,0.851082372,99,0.848703563,133,0.9022556,481,0.9438669,227,0.7180617,1138,0.8523726,168,0.543245749,165,0.726356014,184,0.763854849
95865,NV,HMO,2,2,2,2,1,3,3,3,3,4,3,4,3,3,1,1,1,1,1,3,2,2,2,2,142,0.5,401,0.4912719,82,0.3170732,.,NR,394,0.1662437,411,0.6982968,4674,0.6904151,4205,0.62283,411,0.3527981,411,0.6180049,411,0.9099757,1812,0.6274834,4268,0.8591846,578,0.9250231,3065,0.6515498,410,0.5512195,411,0.4939173,279,0.8172043,279,0.8996416,147,0.9319728,732,0.5983607,189,0.3756614,29,0.3678161,.,NB,200,0.78,218,0.293578,398,0.6616415,146,0.760274,1189,0.7098402,176,0.605713683,141,0.73699197,146,0.715712104,130,0.787695835,84,0.790124261,137,0.8321168,196,0.8520408,284,0.3697183,302,0.6986755,166,0.429355556,158,0.69650258,197,0.630571859
96667,ME,HMO,4,3,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,3,91,0.6483516,270,0.7092593,40,0.425,3,0.3,376,0.224734,411,0.56691,2687,0.818757,2613,0.779181,410,0.6170732,410,0.5609756,410,0.9195122,769,0.8127438,3067,0.8125204,300,0.7074211,782,0.8030691,410,0.5609756,398,0.5577889,123,0.7235772,123,0.8699187,321,0.8255452,484,0.4855372,220,0.4409091,38,0.6237553,.,NB,61,0.704918,63,0.2698413,371,0.7250674,39,0.7948718,437,0.812357,197,0.795698421,174,0.848652556,177,0.793950094,155,0.871468726,109,0.880129554,67,0.9253731,96,0.9479167,123,0.3170732,270,0.8555556,179,0.495407274,158,0.762710129,221,0.702741708
96751,NH,HMO,3,3,4,3,3,4,4,4,4,4,3,4,3,4,3,3,3,3,3,2,3,3,1,1,177,0.5988701,546,0.5714286,210,0.4666667,6,0.9,1182,0.3244501,411,0.6690998,4286,0.7879141,3930,0.7651399,403,0.516129,403,0.6327543,403,0.9007444,1348,0.7462908,4706,0.8232044,869,0.7587322,2473,0.7395875,15474,0.4593512,395,0.635443,194,0.757732,194,0.8917526,219,0.8356164,1075,0.5013953,213,0.4647887,43,0.5343132,36,0.8055556,46,0.7826087,61,0.3114754,305,0.7617486,22,0.9545455,379,0.8601583,191,0.719997335,159,0.852401565,164,0.726304707,145,0.880709661,90,0.850998177,88,0.9204545,106,0.9339623,299,0.3210702,518,0.7741313,165,0.410320207,126,0.581113822,216,0.619351893
97176,LA,PPO,4,4,4,4,3,3,3,5,5,4,4,CSR-I,3,2,5,4,4,5,5,3,1,1,3,3,30,0.7,70,0.6071429,25,0.24,3,0.375,98,0.2908164,411,0.5571776,690,0.7942029,612,0.7614379,254,0.4685039,254,0.4251969,254,0.9251969,227,0.7268722,862,0.8828306,203,0.5743339,427,0.7540984,354,0.700565,410,0.5658537,20,0.4,20,0.5,288,0.8402778,46,0.3478261,267,0.576779,55,0.603367,221,0.5520362,11,0.6363636,12,0.3333333,151,0.4415011,7,0.5714286,52,0.6730769,257,0.806277205,233,0.8838407,232,0.839728309,220,0.936615756,150,0.875295876,26,0.6538462,67,0.6119403,33,0.3030303,43,0.6744186,211,0.533343322,174,0.702598089,272,0.745979011
97879,CO,HMO,3,4,4,CSR-I,CSR-I,4,4,4,4,5,4,CSR-I,4,CSR-I,3,3,3,CSR-I,CSR-I,2,CSR-I,CSR-I,2,2,15,0.4666667,26,0.6153846,5,0.4,.,NR,35,0.0857143,148,0.7094595,167,0.760479,148,0.7702703,67,0.4925373,67,0.6567164,67,0.9104478,40,0.7,193,0.8290155,29,1.019659,244,0.7172131,390,0.7128205,411,0.729927,8,0.5,8,0.875,411,0.946472,23,0.173913,132,0.5833333,11,0.439394,.,NB,5,1,4,0.25,60,0.8388889,3,1,22,0.8636364,125,0.729812594,103,0.844260742,107,0.792186408,95,0.881909838,55,0.871991721,2,1,1,1,16,0.4375,10,1,102,0.416627636,87,0.760124518,133,0.666636276
98185,MI,HMO,4,4,4,3,3,4,5,5,5,4,4,5,3,3,3,4,4,3,3,3,3,3,2,2,444,0.6103604,1398,0.6709585,259,0.5984556,36,0.374359,1490,0.2043624,411,0.7615572,15817,0.8212683,13171,0.7562068,411,0.5596107,411,0.7153285,411,0.9562044,5000,0.7484,18782,0.8535832,1889,0.484518,8693,0.724491,411,0.6934307,411,0.6155718,411,0.8491484,411,0.9586375,411,0.9659367,2324,0.5447504,278,0.4604317,68,0.5221947,.,NB,288,0.8020833,409,0.2518337,411,0.8872669,238,0.8613445,2468,0.8350891,257,0.781114468,227,0.849740507,222,0.760636169,210,0.871125472,135,0.847143913,328,0.8993902,409,0.9413203,688,0.318314,932,0.7521459,219,0.422781335,169,0.678436202,288,0.657947318
99110,CA,EPO,NG,2,3,CSR-I,CSR-I,3,3,2,2,3,3,CSR-I,2,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,8,0.5,17,0.5294118,2,1,1,1,28,0.25,135,0.5925926,181,0.7513812,165,0.6606061,68,0.2941176,68,0.6323529,68,0.9117647,70,0.6571429,168,0.7619048,44,0.9681479,141,0.5815603,398,0.5251256,372,0.4946237,3,1,3,1,348,0.7528736,20,0.4,53,0.4339623,19,0.5877193,114,0.4298246,2,0.5,7,0.1428571,59,0.6327684,2,0.5,14,0.7142857,44,0.606370888,38,0.818232592,34,0.673901159,32,0.877147869,18,0.791885273,2,1,7,1,9,0.2222222,4,0.5,42,0.37495942,39,0.612238796,53,0.594696058
99110,CA,PPO,1,1,2,CSR-I,3,3,2,1,1,3,2,3,1,2,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,1,2,2,1,1,22,0.5454545,91,0.5604396,49,0.3673469,.,NR,259,0.2702703,411,0.5498783,2185,0.6878719,1932,0.6190476,411,0.3017032,411,0.5328467,411,0.8783455,907,0.6361632,1773,0.750705,88,0.8612152,399,0.6491228,376,0.3776596,411,0.4014599,121,0.661157,121,0.8429752,335,0.7373134,361,0.3933518,109,0.2752294,14,0.4047619,2333,0.3467638,27,0.4444444,34,0.1764706,376,0.6294326,20,0.5,447,0.6644295,94,0.63501676,68,0.749512676,75,0.670947126,61,0.85433369,44,0.835776537,45,0.6222222,69,0.9130435,57,0.245614,131,0.740458,102,0.400477216,92,0.606778511,108,0.589451068
99248,TN,EPO,3,3,3,3,3,3,3,4,4,3,2,3,3,2,4,3,3,5,5,4,3,3,3,3,224,0.6205357,967,0.5915202,348,0.3218391,17,0.3666667,1059,0.2544854,411,0.459854,10189,0.7164589,8176,0.6656067,411,0.3333333,411,0.4890511,411,0.9002433,3930,0.6552163,12295,0.8749085,1408,0.7333979,1330,0.5917293,411,0.4282238,411,0.4209246,325,0.6861538,325,0.7538462,348,0.7816092,1243,0.5036203,150,0.4933333,29,0.569376,.,NB,92,0.7717391,122,0.1803279,401,0.6467166,70,0.6714286,713,0.7531557,146,0.753605575,131,0.853870465,125,0.803190709,125,0.907293363,74,0.884969633,175,0.96,259,0.957529,483,0.3291925,746,0.6957105,136,0.533741558,110,0.717294338,154,0.723027837
99969,OH,HMO,3,3,3,3,3,3,3,4,4,3,3,3,2,2,3,3,3,3,3,3,3,3,1,1,194,0.5876289,462,0.6634199,99,0.3131313,14,0.3690476,421,0.2541568,411,0.5474453,6489,0.7862537,5641,0.7333806,411,0.3990268,411,0.4403893,411,0.9221411,2053,0.7491476,7452,0.7889157,674,0.4526443,3393,0.692013,411,0.4768856,411,0.5012165,267,0.7078652,267,0.7977528,260,0.7961538,930,0.327957,248,0.4556452,33,0.5050505,.,NB,136,0.7205882,170,0.1647059,392,0.6020408,109,0.7522936,1045,0.8028708,220,0.738586324,182,0.866621584,194,0.732949624,164,0.893064965,115,0.848668572,205,0.8780488,160,0.91875,333,0.2462462,368,0.7391304,207,0.439060585,154,0.684503759,251,0.594224704
